twitter	name_first	name_middle	name_last	state	position	party	inactive 
JensenElis	Elisabeth		Jensen	Ky.	House Candidate	Democrat	inactive 
eliseforhawaii	Elise		Kaneshiro	Hawaii	House Candidate	Republican	inactive 
EliseStefanik	Elise		Stefanik	N.Y.	House Representative	Republican	
RepStefanik	Elise		Stefanik	N.Y.	House Representative	Republican	
ElissaSlotkin	Elissa		Slotkin	Mich.	House Candidate	Democrat	
RepSlotkin	Elissa		Slotkin	Mich.	House Representative	Democrat	
cleanupthehouse	Elizabeth		Kreiselmaier	Wash.	House Candidate	Republican	inactive 
ColbertBuschSC	Elizabeth	Colbert	Busch	S.C.	House Candidate	Democrat	inactive 
Elizabeth_Esty	Elizabeth		Esty	Conn.	House Candidate	Democrat	inactive 
ElizabethEmken	Elizabeth		Emken	Calif.	House Candidate	Republican	inactive 
ElizabethHeng	Elizabeth		Heng	Calif.	House Candidate	Republican	inactive 
EMcongress2022	Elizabeth		Moreira	Calif.	House Candidate	Democrat	
EScottWA	Elizabeth		Scott	Wash.	House Candidate	Republican	inactive 
ewarren	Elizabeth		Warren	Mass.	Presidential Candidate	Democrat	
LizStone4VA	Elizabeth		Stone	Va.	House Candidate	Republican	inactive 
marsano4gov	Elizabeth		Marsano	Maine	Gubernatorial Candidate	Other	inactive 
RepEsty	Elizabeth		Esty	Conn.	House Representative	Democrat	inactive 
SenWarren	Elizabeth		Warren	Mass.	Senator	Democrat	
Sweet4Governor	Elizabeth		Sweet	Maine	Gubernatorial Candidate	Democrat	inactive 
EllenAndel	Ellen		Andel	Fla.	House Candidate	Republican	inactive 
EllenBurnes	Ellen		Burnes	Colo.	Senate Candidate	Democrat	inactive 
EllenForIN2	Ellen		Marks	Ind.	House Candidate	Democrat	inactive 
RepLipton	Ellen		Lipton	Mich.	House Candidate	Democrat	inactive 
McFaddenForTX21	Elliott		McFadden	Texas	House Candidate	Democrat	inactive 
Eloise4Congress	Eloise	Gomez	Reyes	Calif.	House Candidate	Democrat	inactive 
eltongallegly24	Elton		Gallegly	Calif.	House Representative	Republican	inactive 
elvindowling	Elvin		Dowling	Fla.	House Candidate	Democrat	
ElysabethBritt	Elysabeth		Britt	Okla.	Senate Candidate	Democrat	inactive 
EmanuelSpeaks	Emanuel		Gonzales	Calif.	House Candidate	Democrat	inactive 
repcleaver	Emanuel		Cleaver	Mo.	House Representative	Democrat	
Vote4Cleaver	Emanuel	Cleaver	II	Mo.	House Candidate	Democrat	
Huerta4Congress	Emilio		Huerta	Calif.	House Candidate	Democrat	inactive 
CainforCongress	Emily		Cain	Maine	House Candidate	Democrat	inactive 
EmilyRafi2020	Emily		Rafi	Mich.	House Candidate	Democrat	inactive 
FlipNY45	Emily		Martz	N.Y.	House Candidate	Democrat	inactive 
RobinsonAZCD4	Emily		Robinson	Ariz.	House Candidate	Republican	inactive 
EnergyCommerce	Energy		Commerce	D.C.	Congressional committee	Democrat	
EnergyGOP	Energy		GOP	D.C.	Congressional committee	Republican	
EGarciaCongress	Enrique		Garcia	Texas	House Candidate	Democrat	inactive 
EPWCmte	EPW		Democrats	D.C.	Congressional committee	Democrat	
EPWGOP	EPW		GOP	D.C.	Congressional committee	Republican	
DrEricDing	Eric		Ding	Pa.	House Candidate	Democrat	inactive 
ElectHarleman	Eric		Harleman	Mo.	House Candidate	Republican	inactive 
EricAgnew	Eric		Agnew	Wash.	House Candidate	Independent	inactive 
EricCantor	Eric		Cantor	Va.	House Representative	Republican	inactive 
EricChi95677803	Eric		Ching	Calif.	House Candidate	Republican	
ericcurrysf	Eric		Curry	Calif.	House Candidate	Democrat	
EricEarly_CA	Eric		Early	Calif.	House Candidate	Republican	inactive 
EricEarly4CA	Eric		Early	Calif.	House Candidate	Republican	inactive 
EricG1247	Eric		Garcia	Calif.	House Candidate	Democrat	
EricGreitens	Eric		Greitens	Mo.	Senate Candidate	Republican	
erichanke	Eric		Hanke	Texas	House Candidate	Democrat	inactive 
EricHolguinTX	Eric		Holguin	Texas	House Candidate	Democrat	inactive 
EricLynnFL	Eric		Lynn	Fla.	House Candidate	Democrat	
EricRothmuller	Eric		Rothmuller	Ky.	Senate Candidate	Democrat	inactive 
EricSchertzing	Eric		Schertzing	Mich.	House Candidate	Democrat	inactive 
ericswalwell	Eric		Swalwell	Calif.	House Candidate	Democrat	
EricUlis	Eric		Ulis	Ariz.	House Candidate	Democrat	
erkutner	Eric		Kutner	Calif.	House Candidate	Democrat	inactive 
esotericmoyer	Eric		Moyer	Ohio	House Candidate	Democrat	inactive 
EsshakiCongress	Eric		Esshaki	Mich.	House Candidate	Republican	inactive 
GovHolcomb	Eric		Holcomb	Ind.	Governor	Republican	
MulderForCO	Eric		Mulder	Colo.	House Candidate	Other	
RepSwalwell	Eric		Swalwell	Calif.	House Representative	Democrat	
Schmitt4Senate	Eric		Schmitt	Mo.	Senate Candidate	Republican	
SenatorBrakey	Eric		Brakey	Maine	Senate Candidate	Republican	inactive 
TeamCantor	Eric		Cantor	Va.	House Representative	Republican	inactive 
EricaForNY	Erica		Vladimer	N.Y.	House Candidate	Democrat	inactive 
EricaforUSSen	Erica		Smith	N.C.	Senate Candidate	Democrat	
EricaforUSSen20	Erica		Smith	N.C.	Senate Candidate	Democrat	inactive 
ericharvidson	Erich		Arvidson	Mo.	House Candidate	Democrat	inactive 
ErickAguilarJAX	Erick		Aguilar	Fla.	House Candidate	Republican	
AadlandforCO	Erik		Aadland	Colo.	Senate Candidate	Republican	
Erik_Paulsen	Erik		Paulsen	Minn.	House Representative	Republican	inactive 
erikforCO	Erik		Stanger	Colo.	House Candidate	Democrat	inactive 
RepErikPaulsen	Erik		Paulsen	Minn.	House Representative	Republican	inactive 
_ErikaHarold	Erika		Harold	Ill.	House Candidate	Republican	inactive 
Erika_Benfield	Erika		Benfield	Fla.	House Candidate	Republican	
erika_stotts	Erika		Stotts-Pearson	Tenn.	House Candidate	Democrat	inactive 
Weaver4Illinois	Erika		Weaver	Ill.	House Candidate	Democrat	inactive 
erinbilbray	Erin		Bilbray	Nev.	House Candidate	Democrat	inactive 
ErinforPA	Erin		McClelland	Pa.	House Candidate	Democrat	inactive 
RealErinCruz	Erin		Cruz	Calif.	House Candidate	Republican	inactive 
Peltier4MNCD7	Ernest		Peltier	Minn.	House Candidate	Democrat	
ErrolWebber	Errol		Webber	Calif.	House Candidate	Republican	inactive 
Esmeralda_Soria	Esmeralda		Soria	Calif.	House Candidate	Democrat	inactive 
esther4congress	Esther	Joy	King	Ill.	House Candidate	Republican	inactive 
EthanPBaca1	Ethan		Baca	N.C.	House Candidate	Republican	inactive 
VoteEthanPham	Ethan		Pham	Ga.	House Candidate	Democrat	inactive 
Cleek4Congress	Eugene		Cleek	Calif.	House Candidate	Republican	inactive 
DePasqualePA	Eugene		DePasquale	Pa.	House Candidate	Democrat	inactive 
EugeneYuGA	Eugene		Yu	Ga.	House Candidate	Republican	inactive 
VisionaryHoward	Eugene		Howard	Texas	House Candidate	Democrat	
EvaPutzova	Eva		Putzova	Ariz.	House Candidate	Democrat	inactive 
CarpForCongress	Evan		Carp	Ohio	House Candidate	Republican	inactive 
EvanBarlowPhD	Evan		Barlow	Utah	Senate Candidate	Other	
EvanJenkinsWV	Evan		Jenkins	W.Va.	Senate Candidate	Republican	inactive 
RepEvanJenkins	Evan		Jenkins	W.Va.	House Representative	Republican	inactive 
EvelynForIL	Evelyn		Sanguinetti	Ill.	House Candidate	Republican	inactive 
EverettStern1	Everett		Stern	Pa.	Senate Candidate	Republican	
FCV2020Campaign	Fabian	Cordova	Vasquez	Texas	House Candidate	Republican	inactive 
VoteFallsChurch	Falls	Church	Elections	Va.	Local Agency	Other	inactive 
famelaramos2020	Famela		Ramos	Calif.	House Candidate	Republican	inactive 
FayrouzSaad	Fayrouz		Saad	Mich.	House Candidate	Democrat	inactive 
SaadforCongress	Fayrouz		Saad	Mich.	House Candidate	Democrat	inactive 
FeliciaForTX	Felicia	Harris	Hoss	Texas	House Candidate	Republican	inactive 
CabreraforBP	Fernando		Cabrera	N.Y.	House Candidate	Democrat	inactive 
FilemonVela	Filemon		Vela	Texas	House Candidate	Democrat	
RepFilemonVela	Filemon		Vela	Texas	House Representative	Democrat	
FinancialCmte	Financial	Services	Committee	D.C.	Congressional committee	Republican	
FlaglerSOE	Flagler	County	Elections	Fla.	Local Agency	Other	inactive 
FloydMcLendon	Floyd		McLendon	Texas	House Candidate	Republican	inactive 
flynndbroadyjr	Flynn	Broady	Jr.	Ga.	House Candidate	Democrat	inactive 
FrancesYasmeen	Frances	Yasmeen	Motiwalla	Calif.	House Candidate	Democrat	inactive 
Conole4Congress	Francis		Conole	N.Y.	House Candidate	Democrat	inactive 
FrancisRooney	Francis		Rooney	Fla.	House Candidate	Republican	inactive 
fxdeluca	Francis	De	Luca	N.C.	House Candidate	Republican	inactive 
RepRooney	Francis		Rooney	Fla.	House Representative	Republican	inactive 
cansecotx23	Francisco		Canseco	Texas	House Representative	Republican	inactive 
Quico_Canseco	Francisco		Canseco	Texas	House Candidate	Republican	inactive 
RepCanseco	Francisco		Canseco	Texas	House Representative	Republican	inactive 
RiosVote	Francisco		Rios	N.C.	House Candidate	Republican	
francysjohnson	Francys		Johnson	Ga.	House Candidate	Democrat	inactive 
FCSII	Frank		Smierciak	N.Y.	House Candidate	Republican	inactive 
Frank4NC	Frank		McNeill	N.C.	House Candidate	Democrat	inactive 
FrankAddivinola	Frank		Addivinola	Mass.	House Candidate	Republican	inactive 
FrankDLucas	Frank	D	Lucas	Okla.	House Candidate	Republican	
frankguinta	Frank		Guinta	N.H.	House Representative	Republican	inactive 
FrankLautenberg	Frank		Lautenberg	N.J.	Senator	Democrat	inactive 
FrankPallone	Frank		Pallone	N.J.	House Representative	Democrat	
FrankPallottaNJ	Frank		Pallotta	N.J.	House Candidate	Republican	inactive 
Guinta4Congress	Frank		Guinta	N.H.	House Representative	Republican	inactive 
LoBiondo2016	Frank		LoBiondo	N.J.	House Representative	Republican	inactive 
mrvan4congress	Frank		Mrvan	Ind.	House Candidate	Democrat	inactive 
pallonefornj	Frank	Pallone	Jr.	N.J.	House Candidate	Democrat	
RepFrankGuinta	Frank		Guinta	N.H.	House Representative	Republican	inactive 
RepFrankLucas	Frank		Lucas	Okla.	House Representative	Republican	
RepLoBiondo	Frank		LoBiondo	N.J.	House Representative	Republican	inactive 
RepMrvan	Frank		Mrvan	Ind.	House Representative	Democrat	
RepWOLFPress	Frank		Wolf	Va.	House Representative	Republican	inactive 
TeamLoBiondo	Frank		LoBiondo	N.J.	House Representative	Republican	inactive 
TeamPallone	Frank	Pallone	Jr.	N.J.	House Candidate	Democrat	
vafrankwagner	Frank		Wagener	Va.	Gubernatorial Candidate	Republican	inactive 
SagerforAmerica	Franklin		Sager	N.Y.	House Candidate	Republican	inactive 
FredDuVal	Fred		DuVal	Ariz.	Gubernatorial Candidate	Democrat	inactive 
fredthompsonfor	Fred		Thompson	Ore.	House Candidate	Republican	inactive 
RepFredKeller	Fred		Keller	Pa.	House Representative	Republican	
RepFredUpton	Fred		Upton	Mich.	House Representative	Republican	
UptonForAllOfUs	Fred		Upton	Mich.	House Candidate	Republican	
VoteFredKeller	Fred		Keller	Pa.	House Candidate	Republican	
wysocki_fred	Fred		Wysocki	R.I.	House Candidate	Republican	inactive 
RepWilson	Frederica		Wilson	Fla.	House Representative	Democrat	
ElectFrench	French		Hill	Ark.	House Representative	Republican	
RepFrenchHill	French		Hill	Ark.	House Representative	Republican	
FSCDems	FSC		Dems	D.C.	Congressional committee	Democrat	
GKButterfield	G	K	Butterfield	N.C.	House Candidate	Democrat	
SaucedoMercer	Gabby	Saucedo	Mercer	Ariz.	House Candidate	Republican	inactive 
gabeisgreat	Gabriel		Rothblatt	Fla.	House Candidate	Democrat	inactive 
GomezForMA	Gabriel		Gomez	Mass.	Senate Candidate	Republican	inactive 
GabbyGiffords	Gabrielle	Gabby	Giffords	Ariz.	House Representative	Democrat	inactive 
tucker4ussenate	Garland		Tucker	N.C.	Senate Candidate	Republican	inactive 
garretgraves	Garret		Graves	La.	House Candidate	Republican	
RepGarretGraves	Garret		Graves	La.	House Representative	Republican	
garrettmason	Garrett		Mason	Maine	Gubernatorial Candidate	Republican	inactive 
DrGaryWegman	Gary		Wegman	Pa.	House Candidate	Democrat	inactive 
ElectAdler	Gary		Adler	Fla.	House Candidate	Republican	inactive 
GaryAdkins	Gary		Adkins	Va.	Senate Candidate	Republican	inactive 
GaryDeLong	Gary		DeLong	Calif.	House Candidate	Republican	inactive 
GaryGerrard10	Gary		Gerrard	Ga.	House Candidate	Republican	inactive 
GaryKiehne	Gary		Kiehne	Ariz.	House Candidate	Republican	inactive 
GaryMillerCA	Gary		Miller	Calif.	House Representative	Republican	inactive 
GaryPeters	Gary		Peters	Mich.	Senator	Democrat	
GovGaryJohnson	Gary		Johnson	N.M.	Presidential Candidate	Republican	inactive 
GovHerbert	Gary	Richard	Herbert	Utah	Governor	Republican	
HerbertForUtah	Gary	Richard	Herbert	Utah	Governor	Republican	
Kiehne4Congress	Gary		Kiehne	Ariz.	House Candidate	Republican	inactive 
palmer4alabama	Gary		Palmer	Ala.	House Representative	Republican	
RepGaryAckerman	Gary		Ackerman	N.Y.	House Representative	Democrat	inactive 
RepGaryMiller	Gary		Miller	Calif.	House Representative	Republican	inactive 
SenGaryPeters	Gary		Peters	Mich.	Senator	Democrat	
TraunerforWY	Gary		Trauner	Wash.	Senate Candidate	Democrat	inactive 
USRepGaryPalmer	Gary		Palmer	Ala.	House Representative	Republican	
DrGavinClarkson	Gavin		Clarkson	N.M.	Senate Candidate	Republican	inactive 
gavinrollins	Gavin		Rollins	Fla.	House Candidate	Republican	inactive 
gavsoriano	Gavriel		Soriano	Fla.	House Candidate	Republican	
DrGenaLRoss	Gena		Ross	Mo.	House Candidate	Democrat	inactive 
RepGeneGreen	Gene		Green	Texas	House Representative	Democrat	inactive 
gcforcongress	Genevieve		Collins	Texas	House Candidate	Republican	inactive 
Morris_Congress	Genevieve		Morris	Md.	House Candidate	Republican	inactive 
DiehlForSenate	Geoff		Diehl	Mass.	Senate Candidate	Republican	inactive 
GeoffYoung4KY	Geoff		Young	Ky.	House Candidate	Democrat	inactive 
RepGeoffDavis	Geoff		Davis	Ky.	House Representative	Republican	inactive 
askgeorge	George		Miller	Calif.	House Representative	Democrat	inactive 
Badey4Congress	George		Badey	Pa.	House Candidate	Democrat	inactive 
Brikho2014	George		Brikho	Mich.	House Candidate	Republican	inactive 
Demos4Congress	George		Demos	N.Y.	House Candidate	Republican	inactive 
franklin4mich	George		Franklin	Mich.	House Candidate	Democrat	inactive 
gbuck_jr	George	Buck	Jr.	Fla.	House Candidate	Republican	inactive 
George4Texas	George		Rodriguez	Texas	House Candidate	Democrat	inactive 
georgeallenva	George		Allen	Va.	Senate Candidate	Republican	inactive 
GeorgeHolding	George		Holding	N.C.	House Candidate	Republican	
georgeleing	George		Leing	Colo.	House Candidate	Republican	inactive 
GeorgeMcDermot3	George		McDermott	Md.	House Candidate	Republican	inactive 
GeorgeMitris1	George		Mitris	N.Y.	House Candidate	Republican	inactive 
GeorgePapa19	George		Papadopoulos	Calif.	House Candidate	Republican	inactive 
Gluck4Congress	George		Gluck	Md.	House Candidate	Other	inactive 
governorpataki	George		Pataki	N.Y.	Presidential Candidate	Republican	inactive 
GScott4Congress	George		Scott	Pa.	House Candidate	Democrat	inactive 
GSLoganCT	George		Logan	Conn.	House Candidate	Republican	
PhillipsForNY	George		Phillips	N.Y.	House Candidate	Republican	inactive 
RamseyforIowa	George		Ramsey	Iowa	House Candidate	Democrat	inactive 
RepHolding	George		Holding	N.C.	House Representative	Republican	inactive 
SinnerforND	George		Sinner	N.D.	House Candidate	Democrat	inactive 
georgenelouis	Georgene		Louis	N.M.	House Candidate	Democrat	inactive 
SDGeorgette	Georgette		Gomez	Calif.	House Candidate	Democrat	inactive 
AssetForfeiture	Gerardo		Serrano	Ky.	House Candidate	Republican	inactive 
ElectConnolly	Gerry		Connolly	Va.	House Candidate	Democrat	
GerryConnolly	Gerry		Connolly	Va.	House Representative	Democrat	
GilCisnerosCA	Gil		Cisneros	Calif.	House Candidate	Democrat	inactive 
RepGilCisneros	Gilbert		Cisneros	Calif.	House Representative	Democrat	inactive 
Collias4NC11	Gina		Collias	N.C.	House Candidate	Democrat	inactive 
GinaOrtizJones	Gina	Ortiz	Jones	Texas	House Candidate	Democrat	inactive 
GinaRaimondo	Gina		Raimondo	R.I.	Governor	Democrat	
GovRaimondo	Gina		Raimondo	R.I.	Governor	Democrat	
ginnygetsiowa	Ginny		Caligiuri	Iowa	House Candidate	Republican	inactive 
Gio4CA27	Gio		DePaolis	Calif.	House Candidate	Other	
GlenNeal8	Glen		Neal	Tenn.	Senate Candidate	Republican	inactive 
CongressmanGT	Glenn	GT	Thompson	Pa.	House Representative	Republican	
GrothmanforWI	Glenn		Grothman	Wis.	House Representative	Republican	
GT_TeamGT	Glenn	GT	Thompson	Pa.	House Representative	Republican	
RepGrothman	Glenn		Grothman	Wis.	House Representative	Republican	
GloreathaSmith	Glo		Smith	Fla.	House Candidate	Republican	inactive 
gloria4congress	Gloria		Bromell-Tinubu	S.C.	House Candidate	Democrat	inactive 
Gloria4USsenate	Gloria		Tinubu	S.C.	Senate Candidate	Democrat	inactive 
Negrete_McLeod	Gloria	Negrete	McLeod	Calif.	House Representative	Democrat	inactive 
RepMcLeod	Gloria	Negrete	McLeod	Calif.	House Representative	Democrat	inactive 
GOPHELP	GOP		HELP	D.C.	Congressional committee	Republican	
GordonBall4TN	Gordon		Ball	Tenn.	Senate Candidate	Democrat	inactive 
DrG4Congress	Grace		Williams	Calif.	House Candidate	Democrat	inactive 
grace4congress	Grace		Napolitano	Calif.	House Representative	Democrat	
Grace4NY	Grace		Meng	N.Y.	House Candidate	Democrat	
gracenapolitano	Grace		Napolitano	Calif.	House Representative	Democrat	
RepGraceMeng	Grace		Meng	N.Y.	House Representative	Democrat	
votegranda	Grace		Granda	Fla.	Senate Candidate	Other	
GGGoodrich	Grant		Goodrich	Ohio	House Candidate	Democrat	inactive 
Grant4KY	Grant		Short	Ky.	House Candidate	Democrat	inactive 
KierForCongress	Grant		Kier	Mont.	House Candidate	Democrat	inactive 
AbbottCampaign	Greg		Abbott	Texas	Governor	Republican	
DrGregBrannon	Greg		Brannon	N.C.	Senate Candidate	Republican	inactive 
edwardsforpa	Greg		Edwards	Pa.	House Candidate	Democrat	inactive 
gianforte	Greg		Gianforte	Mont.	House Representative	Republican	inactive 
GovAbbott	Greg		Abbott	Texas	Governor	Republican	
GregAbbott_TX	Greg		Abbott	Texas	Governor	Republican	
GregForMontana	Greg		Gianforte	Mont.	House Representative	Republican	
GregLentzCA12	Greg		Lentz	Calif.	House Candidate	Republican	
GregMurphyMD	Greg		Murphy	N.C.	House Candidate	Republican	
GregMusselwhit3	Greg		Musselwhite	Fla.	House Candidate	Republican	inactive 
GregPenceIN	Greg		Pence	Ind.	House Candidate	Republican	
GregRaths	Greg		Raths	Calif.	House Candidate	Republican	inactive 
gregstantonaz	Greg		Stanton	Ariz.	House Candidate	Democrat	
gregsteube	Greg		Steube	Fla.	House Candidate	Republican	
GregTanaka	Greg		Tanaka	Calif.	House Candidate	Democrat	
GregTRyan4US	Greg		Ryan	Minn.	House Candidate	Republican	inactive 
McCauley4PA	Greg		McCauley	Pa.	House Candidate	Republican	inactive 
OrmanForSenate	Greg		Orman	Kan.	Senate Candidate	Independent	inactive 
RepGregMurphy	Greg		Murphy	N.C.	House Representative	Republican	
RepGregPence	Greg		Pence	Ind.	House Representative	Republican	
RepGregStanton	Greg		Stanton	Ariz.	House Representative	Democrat	
RepGregSteube	Greg		Steube	Fla.	House Representative	Republican	
repgregwalden	Greg		Walden	Ore.	House Representative	Republican	inactive 
SenatorBrophy	Greg		Brophy	Colo.	Gubernatorial Candidate	Republican	inactive 
votegregwalden	Greg		Walden	Ore.	House Candidate	Republican	inactive 
alaskans4gregg	Gregg		Brelsford	Alaska	House Candidate	Republican	
GreggHarper	Gregg		Harper	Miss.	House Representative	Republican	inactive 
GreggSmith03	Gregg		Smith	Colo.	House Candidate	Democrat	inactive 
HarperCampaign	Gregg		Harper	Miss.	House Candidate	Republican	inactive 
GregMeeksNYC	Gregory		Meeks	N.Y.	House Candidate	Democrat	
RepGregoryMeeks	Gregory		Meeks	N.Y.	House Representative	Democrat	
gdriskell	Gretchen		Driskell	Mich.	House Candidate	Democrat	inactive 
GovWhitmer	Gretchen		Whitmer	Mich.	Gubernatorial Candidate	Democrat	
Guido4Congress	Guido		Weiss	Fla.	House Candidate	Democrat	inactive 
bilirakis	Gus		Bilirakis	Fla.	House Representative	Republican	
GusForTX	Gus	Luis	Trujillo	Texas	House Candidate	Democrat	inactive 
RepGusBilirakis	Gus		Bilirakis	Fla.	House Representative	Republican	
